Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD2633,22.0,2.0,3.0,5.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0
STUD2634,20.0,3.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
STUD2635,21.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0
STUD2636,18.0,3.0,3.0,7.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0
STUD2637,25.0,4.0,1.0,3.0,2.0,7.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD2638,22.0,1.0,3.0,7.0,1.0,5.0,3.0,2.0,7.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
STUD2639,15.0,3.0,2.0,1.0,2.0,8.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0
STUD2640,26.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
STUD2641,30.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,6.0,3.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,2.0
STUD2642,13.0,4.0,3.0,7.0,1.0,0.0,4.0,2.0,7.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0
STUD2643,14.0,2.0,2.0,7.0,2.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0
STUD2644,19.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0
STUD2645,23.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
STUD2646,15.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0
STUD2647,21.0,2.0,2.0,3.0,1.0,10.0,3.0,1.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0
STUD2648,19.0,2.0,1.0,3.0,1.0,6.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
STUD2649,29.0,4.0,2.0,1.0,1.0,10.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD2650,16.0,3.0,3.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
STUD2651,23.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0
STUD2652,13.0,3.0,3.0,7.0,1.0,7.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0
STUD2653,29.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0
STUD2654,26.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,6.0,2.0
STUD2655,24.0,2.0,3.0,6.0,1.0,6.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0
STUD2656,28.0,4.0,1.0,1.0,1.0,9.0,3.0,1.0,7.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0
STUD2657,19.0,4.0,3.0,7.0,1.0,3.0,4.0,2.0,7.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0
STUD2658,13.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0
STUD2659,13.0,3.0,2.0,4.0,2.0,8.0,4.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0
STUD2660,23.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,6.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
STUD2661,25.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0
STUD2662,18.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0
STUD2663,24.0,3.0,1.0,6.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0
STUD2664,19.0,1.0,1.0,4.0,2.0,7.0,5.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0
STUD2665,29.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0
STUD2666,21.0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0
STUD2667,21.0,3.0,3.0,1.0,2.0,9.0,1.0,1.0,6.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0
STUD2668,21.0,3.0,1.0,5.0,2.0,7.0,3.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
STUD2669,23.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0
STUD2670,17.0,4.0,2.0,7.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0
STUD2671,22.0,3.0,2.0,2.0,2.0,6.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0
STUD2672,21.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
STUD2673,27.0,1.0,2.0,5.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
STUD2674,14.0,1.0,2.0,4.0,2.0,9.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,2.0,2.0,5.0,1.0
STUD2675,19.0,2.0,2.0,7.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0
STUD2676,17.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0
STUD2677,16.0,2.0,1.0,4.0,1.0,10.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0
STUD2678,14.0,3.0,1.0,3.0,1.0,7.0,3.0,1.0,7.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0
STUD2679,24.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,7.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0
STUD2680,30.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
STUD2681,13.0,3.0,1.0,1.0,2.0,8.0,3.0,1.0,7.0,2.0,5.0,1.0,5.0,3.0,2.0,3.0,1.0,4.0,2.0
STUD2682,29.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0
STUD2683,21.0,1.0,1.0,7.0,1.0,7.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0
STUD2684,17.0,2.0,3.0,1.0,2.0,10.0,5.0,2.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0
STUD2685,21.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,6.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0
STUD2686,20.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0
STUD2687,18.0,4.0,2.0,2.0,2.0,6.0,3.0,1.0,7.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0
STUD2688,27.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,1.0
STUD2689,27.0,2.0,3.0,2.0,2.0,8.0,3.0,2.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0
STUD2690,13.0,3.0,3.0,4.0,2.0,0.0,3.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0
STUD2691,17.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,6.0,1.0
STUD2692,30.0,4.0,1.0,7.0,1.0,10.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0
STUD2693,27.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0
STUD2694,20.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0
STUD2695,18.0,2.0,3.0,4.0,2.0,9.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0
STUD2696,13.0,2.0,1.0,5.0,2.0,5.0,5.0,1.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0
STUD2697,25.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0
STUD2698,19.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0
STUD2699,29.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0
STUD2700,21.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
STUD2701,24.0,1.0,2.0,7.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0
STUD2702,27.0,2.0,3.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0
STUD2703,20.0,3.0,1.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0
STUD2704,27.0,2.0,1.0,1.0,1.0,8.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0
STUD2705,26.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,6.0,2.0
STUD2706,25.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0
STUD2707,15.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
STUD2708,18.0,4.0,2.0,4.0,1.0,7.0,4.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0
STUD2709,22.0,1.0,1.0,5.0,1.0,4.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0
STUD2710,20.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0
STUD2711,21.0,4.0,2.0,4.0,2.0,9.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
STUD2712,20.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0
STUD2713,21.0,1.0,2.0,4.0,1.0,10.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0
STUD2714,27.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0
STUD2715,16.0,3.0,3.0,6.0,1.0,5.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0
STUD2716,24.0,3.0,1.0,6.0,2.0,7.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
STUD2717,28.0,2.0,1.0,6.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
STUD2718,29.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0
STUD2719,26.0,1.0,2.0,1.0,1.0,7.0,4.0,2.0,6.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0
STUD2720,12.0,2.0,1.0,2.0,1.0,10.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0
STUD2721,24.0,2.0,1.0,2.0,1.0,9.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD2722,14.0,1.0,1.0,5.0,2.0,9.0,3.0,1.0,7.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,6.0,1.0
STUD2723,14.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0
STUD2724,23.0,1.0,2.0,4.0,1.0,8.0,5.0,2.0,7.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0
STUD2725,14.0,3.0,1.0,6.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0
STUD2726,29.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0
STUD2727,12.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0
STUD2728,23.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,6.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
STUD2729,25.0,4.0,3.0,4.0,2.0,10.0,5.0,1.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0
STUD2730,20.0,3.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0
STUD2731,15.0,4.0,1.0,7.0,1.0,5.0,3.0,2.0,6.0,2.0,5.0,2.0,5.0,3.0,1.0,3.0,2.0,5.0,1.0
STUD2732,20.0,4.0,2.0,1.0,1.0,6.0,5.0,1.0,7.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0
STUD2733,20.0,4.0,1.0,5.0,2.0,7.0,1.0,2.0,5.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0
STUD2734,15.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0
STUD2735,21.0,4.0,1.0,3.0,2.0,10.0,1.0,2.0,7.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0
STUD2736,20.0,3.0,2.0,1.0,2.0,8.0,2.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0
STUD2737,18.0,1.0,2.0,1.0,1.0,9.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0
STUD2738,14.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0
STUD2739,21.0,1.0,2.0,6.0,2.0,7.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
STUD2740,28.0,4.0,2.0,1.0,1.0,7.0,3.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
STUD2741,18.0,4.0,1.0,7.0,1.0,6.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0
STUD2742,18.0,2.0,2.0,2.0,1.0,8.0,5.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0
STUD2743,21.0,2.0,2.0,5.0,1.0,8.0,2.0,2.0,3.0,1.0,5.0,2.0,5.0,3.0,1.0,2.0,1.0,6.0,2.0
STUD2744,21.0,4.0,1.0,1.0,1.0,9.0,4.0,2.0,7.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0
STUD2745,12.0,2.0,3.0,3.0,1.0,9.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0
STUD2746,16.0,4.0,3.0,7.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,6.0,1.0
STUD2747,17.0,4.0,2.0,7.0,2.0,10.0,3.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0
STUD2748,18.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0
STUD2749,29.0,4.0,1.0,1.0,2.0,7.0,3.0,1.0,4.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0
STUD2750,29.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0
STUD2751,20.0,1.0,2.0,5.0,1.0,5.0,3.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0
STUD2752,16.0,2.0,2.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0
STUD2753,24.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,7.0,1.0,5.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0
STUD2754,28.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0
STUD2755,27.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,6.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,1.0
STUD2756,18.0,1.0,3.0,7.0,2.0,10.0,4.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0
STUD2757,24.0,3.0,1.0,1.0,2.0,8.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0
STUD2758,30.0,3.0,2.0,1.0,2.0,7.0,2.0,2.0,6.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0
STUD2759,25.0,3.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0
STUD2760,20.0,1.0,2.0,6.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0
STUD2761,30.0,4.0,3.0,4.0,1.0,5.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0
STUD2762,24.0,4.0,1.0,1.0,2.0,10.0,3.0,1.0,7.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
STUD2763,29.0,4.0,2.0,4.0,1.0,10.0,5.0,2.0,6.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0
STUD2764,22.0,4.0,1.0,6.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
STUD2765,19.0,2.0,1.0,6.0,1.0,8.0,5.0,2.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0
STUD2766,19.0,4.0,1.0,1.0,2.0,8.0,5.0,1.0,7.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,6.0,1.0
STUD2767,20.0,1.0,3.0,6.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0
STUD2768,16.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,6.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,1.0
STUD2769,22.0,4.0,1.0,4.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0
STUD2770,13.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
STUD2771,24.0,3.0,2.0,5.0,2.0,6.0,5.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0
STUD2772,14.0,3.0,3.0,5.0,2.0,6.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
STUD2773,26.0,3.0,2.0,6.0,1.0,9.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD2774,18.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,7.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0
STUD2775,30.0,3.0,2.0,7.0,2.0,7.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0
STUD2776,18.0,3.0,2.0,3.0,2.0,5.0,5.0,1.0,5.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0
STUD2777,20.0,2.0,1.0,4.0,2.0,6.0,1.0,2.0,6.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0
STUD2778,24.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0
STUD2779,21.0,4.0,2.0,5.0,1.0,8.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,1.0
STUD2780,25.0,4.0,2.0,5.0,1.0,1.0,5.0,1.0,7.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,6.0,1.0
STUD2781,16.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0
STUD2782,29.0,3.0,2.0,5.0,2.0,6.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0
STUD2783,30.0,4.0,1.0,3.0,1.0,1.0,5.0,2.0,7.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0
STUD2784,15.0,1.0,1.0,7.0,1.0,4.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0
STUD2785,18.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0
STUD2786,16.0,4.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0
STUD2787,22.0,2.0,2.0,5.0,1.0,7.0,3.0,1.0,6.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0
STUD2788,12.0,3.0,3.0,1.0,2.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0
STUD2789,14.0,4.0,1.0,1.0,2.0,0.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0
STUD2790,12.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0
STUD2791,26.0,3.0,2.0,7.0,2.0,10.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0
STUD2792,13.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,6.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0
STUD2793,25.0,3.0,2.0,1.0,2.0,10.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD2794,30.0,3.0,1.0,5.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,1.0
STUD2795,18.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
STUD2796,21.0,2.0,2.0,4.0,2.0,9.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,6.0,2.0
STUD2797,21.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
STUD2798,25.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0
STUD2799,14.0,4.0,3.0,5.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0
