Edad,Género,Nivel_Grado,Campo_Estudio,Uso_RV_Educación,Horas_RV_Semana,Nivel_de_Compromiso,Mejora_en_Resultados_Aprendizaje,Materia,Nivel_Instructor_RV,Efectividad_Persivida_de_la_RV,Acceso_Equipo_VR,Impacto_en_Creatividad,Nivel_Estres_Usando_VR,Colaboración_con_Compañeros_a_través_RV,Retroalimentación_de_Educadores_Sobre_RV,Interés_en_Seguir_con_Aprendizaje_Basado_RV,Región,Apoyo_Escuela_para_RV_en_el_currículo
20,Prefiero no decirlo,Post-Grado,Ciencias,Si,0,4,No,Economía,Intermedio,4,No,1,Medio,Si,Positiva,Si,Asía,No
16,Prefiero no decirlo,Secundaria,Ciencias,Si,4,5,No,Biología,Principiante,3,Si,4,Medio,Si,Neutral,No,Europa,Si
20,Mujer,Secundaria,Leyes,Si,4,3,Si,Economía,Intermedio,4,Si,1,Medio,No,Neutral,Si,Europa,Si
18,Mujer,Secundaria,Ciencias,Si,3,5,Si,Biología,Avanzado,2,No,4,Medio,Si,Positiva,No,America del Norte,Si
20,No-Binario,Post-Grado,Ingeniería,Si,7,1,Si,Física,Principiante,3,No,3,Alto,Si,Positiva,No,Asía,No
26,Mujer,Post-Grado,Medicina,No,10,4,Si,Física,Principiante,5,No,4,Bajo,No,Negativa,No,África,No
28,Hombre,Secundaria,Artes,No,4,5,Si,Biología,Principiante,4,Si,5,Alto,No,Negativa,Si,América del Sur,No
12,Hombre,Secundaria,Ciencias,Si,9,4,Si,Biología,Intermedio,5,No,2,Alto,No,Neutral,Si,África,Si
25,Prefiero no decirlo,Post-Grado,Medicina,No,0,1,No,Matemáticas,Avanzado,5,Si,4,Medio,No,Negativa,Si,América del Sur,No
20,No-Binario,Secundaria,Negocios,Si,5,3,No,Física,Avanzado,2,No,4,Alto,Si,Negativa,No,Asía,Si
22,Mujer,Secundaria,Artes,No,8,1,No,Economía,Avanzado,1,Si,5,Medio,No,Neutral,Si,Oceanía,Si
28,No-Binario,Post-Grado,Educación,No,4,5,Si,Física,Principiante,5,No,5,Bajo,Si,Positiva,Si,América del Sur,No
29,Prefiero no decirlo,Pre-Grado,Ciencias,Si,7,4,Si,Arte,Avanzado,4,No,5,Medio,No,Positiva,No,America del Norte,No
27,Hombre,Pre-Grado,Ingeniería,No,5,3,Si,Física,Principiante,4,No,3,Medio,Si,Neutral,No,Europa,Si
12,Hombre,Pre-Grado,Leyes,No,4,3,Si,Biología,Intermedio,2,No,1,Alto,Si,Negativa,Si,América del Sur,Si
23,No-Binario,Secundaria,Ciencias,No,4,1,Si,Arte,Principiante,5,Si,1,Medio,No,Positiva,Si,Asía,No
21,No-Binario,Pre-Grado,Artes,No,10,3,No,Biología,Intermedio,5,Si,2,Alto,No,Neutral,Si,Europa,No
17,Prefiero no decirlo,Post-Grado,Leyes,No,8,1,No,Economía,Intermedio,1,No,1,Bajo,No,Neutral,Si,América del Sur,No
23,Prefiero no decirlo,Secundaria,Artes,No,7,3,Si,Ciencias de la computación,Principiante,1,No,4,Alto,Si,Negativa,No,América del Sur,No
19,Hombre,Post-Grado,Medicina,No,6,5,No,Física,Principiante,1,No,5,Bajo,Si,Negativa,No,Europa,Si
19,Hombre,Post-Grado,Artes,No,0,2,No,Biología,Intermedio,3,Si,4,Medio,No,Neutral,Si,Asía,Si
25,No-Binario,Secundaria,Ingeniería,Si,3,4,Si,Economía,Intermedio,1,No,1,Alto,No,Positiva,No,América del Sur,No
28,No-Binario,Pre-Grado,Ciencias,Si,1,1,Si,Matemáticas,Avanzado,3,No,3,Alto,Si,Positiva,No,America del Norte,No
26,No-Binario,Secundaria,Medicina,No,7,5,Si,Física,Avanzado,4,No,2,Medio,Si,Neutral,Si,Oceanía,No
25,No-Binario,Secundaria,Leyes,Si,9,4,Si,Ciencias de la computación,Intermedio,4,No,3,Bajo,No,Positiva,Si,Europa,Si
17,Mujer,Post-Grado,Educación,No,7,4,Si,Arte,Intermedio,1,Si,4,Bajo,No,Neutral,No,Asía,No
27,No-Binario,Pre-Grado,Artes,No,4,5,Si,Física,Avanzado,5,Si,5,Bajo,No,Neutral,Si,Oceanía,No
29,Mujer,Secundaria,Leyes,No,3,4,Si,Ciencias de la computación,Avanzado,5,Si,2,Medio,Si,Neutral,Si,África,Si
22,Prefiero no decirlo,Pre-Grado,Negocios,Si,4,3,Si,Historia,Principiante,1,Si,3,Bajo,Si,Positiva,Si,Europa,No
20,Mujer,Secundaria,Ciencias,No,6,1,Si,Física,Principiante,1,Si,4,Bajo,No,Neutral,No,Europa,No
22,Prefiero no decirlo,Secundaria,Ciencias,Si,0,5,No,Historia,Principiante,1,No,3,Alto,Si,Neutral,Si,America del Norte,No
26,Mujer,Secundaria,Negocios,No,8,3,Si,Historia,Avanzado,5,No,5,Medio,Si,Negativa,No,América del Sur,No
30,Mujer,Post-Grado,Medicina,No,5,5,Si,Matemáticas,Principiante,3,No,2,Bajo,Si,Neutral,Si,Oceanía,No
23,Hombre,Post-Grado,Educación,Si,6,1,Si,Arte,Intermedio,4,No,5,Bajo,No,Negativa,No,Europa,No
19,Prefiero no decirlo,Secundaria,Ingeniería,No,4,1,Si,Matemáticas,Intermedio,3,Si,4,Bajo,Si,Positiva,Si,América del Sur,Si
13,Prefiero no decirlo,Post-Grado,Artes,No,8,3,No,Física,Intermedio,4,Si,5,Alto,Si,Negativa,No,Europa,No
17,Prefiero no decirlo,Post-Grado,Medicina,No,3,1,No,Matemáticas,Avanzado,4,No,4,Alto,No,Positiva,No,África,Si
13,Hombre,Secundaria,Ingeniería,Si,1,4,No,Historia,Intermedio,2,Si,3,Alto,No,Positiva,Si,América del Sur,No
16,No-Binario,Secundaria,Educación,Si,3,2,Si,Arte,Intermedio,2,Si,3,Alto,No,Positiva,No,Europa,No
18,No-Binario,Post-Grado,Artes,Si,0,3,Si,Ciencias de la computación,Intermedio,4,Si,5,Alto,No,Positiva,No,Asía,Si
29,No-Binario,Pre-Grado,Ingeniería,No,6,2,No,Ciencias de la computación,Avanzado,5,Si,5,Bajo,No,Neutral,No,Europa,Si
14,Prefiero no decirlo,Pre-Grado,Ingeniería,Si,1,1,No,Matemáticas,Avanzado,3,No,2,Medio,Si,Neutral,Si,América del Sur,No
25,Prefiero no decirlo,Post-Grado,Ingeniería,No,3,2,Si,Economía,Intermedio,3,Si,1,Medio,No,Negativa,No,Europa,No
22,Hombre,Secundaria,Ingeniería,No,10,4,Si,Biología,Principiante,3,Si,1,Alto,No,Positiva,Si,Europa,No
28,Mujer,Post-Grado,Ciencias,Si,5,5,Si,Ciencias de la computación,Intermedio,4,No,3,Bajo,Si,Negativa,Si,Asía,No
19,No-Binario,Post-Grado,Educación,Si,5,3,Si,Biología,Intermedio,5,Si,3,Medio,Si,Negativa,No,Asía,No
16,Mujer,Secundaria,Educación,Si,4,2,Si,Biología,Intermedio,2,Si,1,Alto,No,Positiva,No,Asía,No
23,Hombre,Secundaria,Negocios,No,0,3,No,Economía,Intermedio,1,Si,5,Bajo,Si,Neutral,Si,África,No
20,Prefiero no decirlo,Pre-Grado,Ciencias,No,3,4,No,Biología,Intermedio,3,Si,2,Bajo,No,Positiva,No,Asía,No
24,Hombre,Secundaria,Ciencias,Si,0,2,No,Arte,Principiante,2,No,5,Bajo,Si,Negativa,Si,Oceanía,No
15,No-Binario,Pre-Grado,Artes,No,9,4,No,Ciencias de la computación,Intermedio,3,No,4,Bajo,No,Negativa,Si,Europa,Si
27,Prefiero no decirlo,Post-Grado,Educación,No,0,3,Si,Física,Principiante,3,Si,1,Bajo,No,Neutral,Si,América del Sur,No
20,No-Binario,Pre-Grado,Negocios,Si,6,4,No,Historia,Principiante,2,Si,3,Medio,No,Positiva,Si,América del Sur,No
17,Prefiero no decirlo,Post-Grado,Educación,No,6,3,No,Arte,Principiante,5,No,2,Bajo,No,Negativa,No,America del Norte,Si
19,No-Binario,Pre-Grado,Ciencias,No,9,2,No,Ciencias de la computación,Principiante,4,Si,3,Bajo,No,Negativa,Si,América del Sur,Si
27,Prefiero no decirlo,Secundaria,Artes,Si,6,2,Si,Historia,Avanzado,1,No,5,Alto,Si,Negativa,Si,Asía,Si
27,Hombre,Post-Grado,Negocios,No,10,5,No,Historia,Intermedio,1,No,3,Medio,Si,Negativa,Si,Asía,Si
26,Prefiero no decirlo,Post-Grado,Educación,No,7,1,Si,Economía,Principiante,1,No,2,Medio,Si,Neutral,Si,Asía,No
30,No-Binario,Pre-Grado,Educación,No,10,2,Si,Matemáticas,Intermedio,3,Si,3,Medio,Si,Positiva,No,Oceanía,No
17,Mujer,Pre-Grado,Ciencias,Si,6,3,No,Física,Intermedio,2,Si,2,Alto,No,Neutral,Si,Oceanía,No
16,No-Binario,Secundaria,Negocios,No,6,1,Si,Ciencias de la computación,Intermedio,2,No,1,Bajo,No,Positiva,No,Oceanía,No
14,Prefiero no decirlo,Secundaria,Artes,Si,1,2,Si,Biología,Avanzado,1,Si,3,Bajo,No,Neutral,No,Oceanía,Si
25,No-Binario,Pre-Grado,Negocios,No,6,5,Si,Matemáticas,Intermedio,5,No,4,Medio,Si,Positiva,Si,Europa,Si
18,Prefiero no decirlo,Pre-Grado,Medicina,No,1,2,Si,Arte,Avanzado,2,Si,4,Medio,Si,Negativa,No,Europa,No
23,Prefiero no decirlo,Secundaria,Educación,Si,2,4,Si,Matemáticas,Intermedio,2,Si,4,Alto,No,Neutral,No,América del Sur,No
30,Hombre,Pre-Grado,Ciencias,Si,3,1,Si,Biología,Avanzado,4,Si,1,Bajo,Si,Positiva,No,America del Norte,Si
21,No-Binario,Secundaria,Medicina,Si,0,4,No,Arte,Intermedio,4,No,3,Alto,Si,Positiva,Si,America del Norte,No
26,Prefiero no decirlo,Post-Grado,Ingeniería,Si,3,5,No,Arte,Intermedio,5,No,2,Alto,No,Positiva,Si,Oceanía,No
30,Mujer,Pre-Grado,Medicina,No,2,3,No,Física,Avanzado,5,Si,5,Alto,Si,Negativa,No,America del Norte,Si
13,Hombre,Secundaria,Leyes,No,0,4,Si,Biología,Intermedio,3,Si,5,Medio,Si,Neutral,No,Oceanía,Si
14,Prefiero no decirlo,Pre-Grado,Leyes,Si,4,5,No,Ciencias de la computación,Principiante,5,No,2,Bajo,No,Negativa,No,Europa,Si
19,Prefiero no decirlo,Post-Grado,Ingeniería,No,6,5,No,Matemáticas,Principiante,4,No,1,Alto,Si,Neutral,No,Asía,Si
29,Hombre,Pre-Grado,Ciencias,No,10,1,Si,Física,Intermedio,1,Si,2,Bajo,No,Neutral,Si,Asía,No
16,Mujer,Secundaria,Leyes,No,1,2,Si,Ciencias de la computación,Intermedio,2,No,2,Medio,No,Neutral,Si,Oceanía,No
23,Hombre,Post-Grado,Negocios,Si,1,2,No,Arte,Avanzado,2,No,2,Alto,Si,Positiva,No,America del Norte,No
13,Mujer,Secundaria,Leyes,No,7,2,Si,Historia,Principiante,2,No,3,Medio,Si,Negativa,Si,America del Norte,No
29,Mujer,Pre-Grado,Ciencias,No,1,3,No,Historia,Intermedio,4,No,1,Medio,Si,Positiva,Si,Oceanía,No
26,Mujer,Pre-Grado,Ingeniería,Si,1,5,Si,Economía,Principiante,4,Si,3,Alto,Si,Negativa,Si,América del Sur,Si
24,Prefiero no decirlo,Secundaria,Educación,No,6,2,No,Física,Principiante,2,Si,3,Medio,Si,Negativa,Si,Oceanía,No
17,No-Binario,Post-Grado,Ciencias,No,7,4,No,Historia,Intermedio,2,No,1,Medio,Si,Positiva,No,Europa,No
14,Mujer,Post-Grado,Ingeniería,No,7,3,No,Biología,Intermedio,3,Si,3,Alto,No,Neutral,No,América del Sur,Si
13,Mujer,Post-Grado,Ciencias,Si,8,3,No,Biología,Principiante,5,No,5,Medio,Si,Negativa,No,Asía,Si
21,Mujer,Post-Grado,Artes,Si,2,3,No,Física,Intermedio,5,No,5,Alto,Si,Positiva,Si,Oceanía,Si
17,Mujer,Post-Grado,Ciencias,Si,5,5,No,Arte,Avanzado,1,No,5,Medio,Si,Neutral,Si,América del Sur,No
30,Hombre,Post-Grado,Leyes,No,10,2,Si,Arte,Intermedio,2,No,5,Alto,No,Neutral,No,Asía,No
27,Prefiero no decirlo,Pre-Grado,Artes,Si,0,2,No,Arte,Avanzado,2,Si,2,Bajo,No,Negativa,No,America del Norte,No
20,Hombre,Secundaria,Ciencias,No,4,2,No,Matemáticas,Avanzado,4,No,1,Bajo,No,Neutral,Si,America del Norte,Si
25,No-Binario,Secundaria,Medicina,Si,3,3,No,Arte,Intermedio,1,Si,2,Alto,No,Positiva,No,América del Sur,No
29,Prefiero no decirlo,Post-Grado,Ingeniería,No,3,3,Si,Economía,Intermedio,2,Si,1,Alto,Si,Negativa,No,América del Sur,No
24,No-Binario,Pre-Grado,Leyes,Si,2,3,Si,Historia,Principiante,3,Si,2,Bajo,Si,Neutral,Si,Asía,Si
20,Mujer,Post-Grado,Ciencias,Si,9,1,Si,Ciencias de la computación,Intermedio,1,Si,2,Bajo,Si,Negativa,No,África,No
18,Hombre,Pre-Grado,Artes,No,7,4,No,Física,Intermedio,5,No,1,Alto,No,Neutral,Si,Asía,Si
27,Prefiero no decirlo,Post-Grado,Ciencias,No,5,2,Si,Ciencias de la computación,Intermedio,4,Si,3,Alto,No,Positiva,No,Asía,No
16,Mujer,Secundaria,Educación,No,5,2,Si,Biología,Intermedio,1,No,1,Alto,No,Neutral,Si,America del Norte,Si
29,No-Binario,Pre-Grado,Negocios,Si,5,2,Si,Matemáticas,Avanzado,5,Si,5,Alto,No,Neutral,Si,África,No
26,No-Binario,Pre-Grado,Ciencias,No,7,4,Si,Física,Principiante,4,No,1,Bajo,Si,Negativa,No,Oceanía,No
12,Prefiero no decirlo,Post-Grado,Medicina,No,10,5,Si,Historia,Intermedio,5,Si,5,Bajo,No,Negativa,Si,Oceanía,Si
24,Prefiero no decirlo,Post-Grado,Medicina,No,9,3,No,Economía,Avanzado,2,Si,5,Bajo,No,Neutral,Si,Asía,No
12,Prefiero no decirlo,Post-Grado,Ingeniería,Si,2,4,Si,Historia,Principiante,5,Si,4,Bajo,No,Negativa,Si,America del Norte,No
23,No-Binario,Pre-Grado,Educación,No,3,1,No,Física,Principiante,4,Si,1,Bajo,No,Positiva,No,Oceanía,Si
20,Mujer,Pre-Grado,Medicina,Si,6,1,Si,Matemáticas,Intermedio,2,No,5,Alto,Si,Negativa,No,America del Norte,No
18,Hombre,Post-Grado,Leyes,No,6,3,No,Ciencias de la computación,Principiante,3,Si,4,Alto,No,Neutral,Si,Europa,Si
21,Hombre,Post-Grado,Ciencias,No,9,4,Si,Biología,Avanzado,1,Si,4,Alto,No,Positiva,Si,Europa,No
12,Prefiero no decirlo,Secundaria,Ingeniería,No,9,4,Si,Arte,Principiante,3,No,2,Medio,No,Negativa,Si,America del Norte,Si
18,No-Binario,Post-Grado,Ciencias,No,1,5,No,Biología,Principiante,3,Si,1,Alto,No,Neutral,Si,América del Sur,No
20,No-Binario,Pre-Grado,Negocios,No,5,3,No,Física,Avanzado,2,No,2,Alto,No,Negativa,No,Europa,Si
28,No-Binario,Pre-Grado,Ingeniería,No,1,5,No,Historia,Principiante,1,No,3,Alto,Si,Neutral,Si,Asía,Si
20,No-Binario,Pre-Grado,Educación,Si,2,4,No,Arte,Principiante,2,Si,1,Bajo,Si,Positiva,No,America del Norte,No
24,Hombre,Post-Grado,Ciencias,Si,10,3,No,Biología,Intermedio,5,No,3,Bajo,Si,Positiva,Si,Europa,No
22,Hombre,Post-Grado,Educación,No,3,4,No,Arte,Principiante,1,Si,2,Bajo,Si,Positiva,Si,Europa,No
19,Prefiero no decirlo,Post-Grado,Educación,No,8,5,Si,Biología,Avanzado,2,No,1,Medio,No,Negativa,Si,África,Si
19,Hombre,Post-Grado,Ciencias,Si,8,5,No,Biología,Avanzado,1,Si,5,Medio,Si,Negativa,Si,América del Sur,No
20,No-Binario,Secundaria,Educación,Si,1,3,No,Economía,Avanzado,4,Si,1,Medio,No,Positiva,No,Asía,No
16,Prefiero no decirlo,Post-Grado,Medicina,Si,5,1,Si,Física,Principiante,4,Si,2,Alto,Si,Negativa,Si,América del Sur,No
22,Hombre,Post-Grado,Artes,Si,1,5,Si,Arte,Avanzado,3,No,5,Medio,Si,Positiva,Si,Europa,Si
18,No-Binario,Secundaria,Medicina,Si,3,3,No,Biología,Principiante,3,No,3,Alto,No,Positiva,No,Europa,Si
30,Mujer,Pre-Grado,Leyes,Si,7,5,Si,Ciencias de la computación,Principiante,4,Si,4,Alto,Si,Positiva,No,America del Norte,No
24,No-Binario,Secundaria,Medicina,No,4,3,Si,Ciencias de la computación,Principiante,5,No,4,Bajo,Si,Neutral,No,África,Si
21,Hombre,Pre-Grado,Negocios,No,8,2,No,Matemáticas,Avanzado,2,No,1,Medio,Si,Neutral,Si,América del Sur,No
29,Mujer,Pre-Grado,Negocios,Si,6,3,Si,Matemáticas,Intermedio,5,Si,1,Bajo,No,Positiva,Si,America del Norte,No
30,Hombre,Post-Grado,Ingeniería,No,1,5,Si,Biología,Principiante,3,Si,5,Bajo,Si,Neutral,No,Oceanía,No
15,No-Binario,Post-Grado,Leyes,No,4,5,No,Historia,Principiante,1,Si,2,Alto,Si,Negativa,Si,America del Norte,No
22,Prefiero no decirlo,Pre-Grado,Negocios,No,7,3,No,Física,Principiante,5,Si,3,Alto,Si,Positiva,Si,Oceanía,No
12,Mujer,Secundaria,Ciencias,Si,9,2,No,Ciencias de la computación,Principiante,1,Si,4,Bajo,Si,Negativa,Si,Oceanía,No
12,Prefiero no decirlo,Post-Grado,Ciencias,No,8,1,No,Biología,Intermedio,1,Si,5,Bajo,Si,Positiva,Si,Oceanía,No
26,Mujer,Pre-Grado,Leyes,Si,10,3,Si,Ciencias de la computación,Avanzado,2,Si,2,Medio,No,Positiva,Si,Asía,No
13,No-Binario,Secundaria,Negocios,Si,3,4,Si,Física,Intermedio,5,Si,2,Alto,No,Neutral,No,América del Sur,No
18,Mujer,Secundaria,Artes,No,3,1,Si,Historia,Intermedio,4,No,1,Bajo,No,Positiva,Si,Oceanía,No
14,Hombre,Secundaria,Negocios,Si,0,1,Si,Matemáticas,Principiante,1,No,3,Bajo,No,Negativa,No,America del Norte,No
18,Prefiero no decirlo,Pre-Grado,Leyes,No,6,4,Si,Biología,Principiante,2,No,3,Bajo,Si,Negativa,No,América del Sur,No
28,Prefiero no decirlo,Secundaria,Ciencias,No,3,1,No,Ciencias de la computación,Principiante,4,Si,1,Medio,No,Positiva,Si,America del Norte,Si
12,No-Binario,Secundaria,Negocios,Si,0,5,Si,Ciencias de la computación,Principiante,2,No,5,Medio,No,Neutral,Si,Oceanía,No
15,Hombre,Post-Grado,Ciencias,No,2,4,Si,Economía,Avanzado,4,No,1,Medio,No,Negativa,No,America del Norte,Si
15,Mujer,Post-Grado,Leyes,Si,2,5,No,Arte,Principiante,4,No,2,Alto,No,Negativa,No,África,Si
15,Hombre,Pre-Grado,Negocios,No,5,4,No,Matemáticas,Avanzado,2,No,4,Bajo,No,Neutral,No,Oceanía,Si
28,Hombre,Pre-Grado,Ciencias,Si,9,2,Si,Historia,Principiante,5,Si,5,Bajo,No,Negativa,Si,Oceanía,Si
13,Hombre,Post-Grado,Ciencias,Si,10,1,Si,Física,Avanzado,2,Si,3,Bajo,No,Neutral,No,America del Norte,Si
25,Hombre,Post-Grado,Educación,Si,0,1,Si,Economía,Intermedio,1,Si,1,Bajo,No,Neutral,Si,Asía,Si
28,Hombre,Secundaria,Leyes,Si,7,1,No,Matemáticas,Intermedio,1,No,3,Bajo,Si,Positiva,Si,Asía,Si
15,Mujer,Secundaria,Ciencias,Si,10,4,Si,Biología,Intermedio,2,Si,2,Alto,No,Neutral,No,America del Norte,No
23,No-Binario,Pre-Grado,Educación,No,7,3,Si,Economía,Avanzado,2,No,4,Bajo,Si,Negativa,Si,África,Si
13,Mujer,Pre-Grado,Ingeniería,No,7,4,No,Arte,Avanzado,1,No,1,Medio,No,Positiva,No,Oceanía,Si
22,Hombre,Pre-Grado,Leyes,Si,6,5,Si,Matemáticas,Principiante,5,No,5,Medio,Si,Negativa,Si,América del Sur,Si
16,Mujer,Pre-Grado,Ingeniería,No,2,1,Si,Economía,Intermedio,3,Si,5,Medio,Si,Positiva,Si,America del Norte,No
23,Hombre,Pre-Grado,Ingeniería,No,6,4,No,Ciencias de la computación,Principiante,3,No,1,Bajo,No,Negativa,No,África,No
21,Prefiero no decirlo,Pre-Grado,Ciencias,Si,2,2,Si,Biología,Principiante,2,Si,4,Medio,No,Neutral,Si,Europa,Si
22,Hombre,Secundaria,Leyes,No,1,3,Si,Biología,Avanzado,1,Si,5,Medio,No,Positiva,Si,África,Si
13,No-Binario,Pre-Grado,Educación,No,9,2,Si,Matemáticas,Avanzado,1,Si,5,Bajo,No,Neutral,Si,Asía,No
25,Prefiero no decirlo,Pre-Grado,Leyes,Si,1,5,Si,Física,Principiante,3,No,4,Medio,No,Positiva,No,Asía,Si
28,No-Binario,Post-Grado,Ciencias,No,2,5,Si,Matemáticas,Intermedio,2,Si,5,Medio,No,Positiva,No,Asía,Si
20,Mujer,Secundaria,Negocios,Si,3,1,Si,Física,Avanzado,4,No,2,Alto,No,Negativa,Si,Asía,Si
29,No-Binario,Pre-Grado,Leyes,Si,5,4,Si,Ciencias de la computación,Intermedio,3,No,2,Bajo,Si,Negativa,Si,África,Si
14,No-Binario,Secundaria,Artes,No,6,3,No,Economía,Avanzado,1,Si,1,Medio,No,Negativa,Si,Oceanía,Si
25,Prefiero no decirlo,Secundaria,Ingeniería,Si,2,3,No,Historia,Avanzado,5,Si,1,Alto,Si,Neutral,No,África,Si
30,Prefiero no decirlo,Pre-Grado,Negocios,No,8,4,No,Matemáticas,Avanzado,4,Si,5,Bajo,No,Negativa,Si,America del Norte,No
20,Hombre,Post-Grado,Ingeniería,No,7,5,No,Historia,Avanzado,4,Si,4,Alto,Si,Neutral,Si,África,Si
13,Hombre,Post-Grado,Negocios,Si,8,4,Si,Arte,Intermedio,5,Si,5,Bajo,Si,Negativa,No,Europa,No
30,Prefiero no decirlo,Post-Grado,Negocios,No,7,2,Si,Economía,Principiante,3,No,4,Bajo,Si,Neutral,No,Europa,No
15,Prefiero no decirlo,Pre-Grado,Negocios,Si,10,1,Si,Arte,Avanzado,1,Si,1,Alto,Si,Positiva,Si,África,Si
17,Mujer,Secundaria,Leyes,No,4,1,No,Historia,Avanzado,1,Si,5,Alto,Si,Positiva,No,Asía,Si
17,Prefiero no decirlo,Pre-Grado,Negocios,Si,4,2,No,Física,Avanzado,3,Si,1,Medio,No,Neutral,Si,África,Si
23,Prefiero no decirlo,Post-Grado,Negocios,No,3,5,No,Economía,Avanzado,1,Si,3,Bajo,No,Negativa,No,África,No
26,Prefiero no decirlo,Secundaria,Educación,No,3,2,Si,Historia,Intermedio,1,No,1,Alto,No,Neutral,No,África,Si
15,Hombre,Post-Grado,Artes,Si,3,1,No,Historia,Avanzado,5,Si,4,Medio,No,Neutral,No,America del Norte,Si
14,No-Binario,Secundaria,Leyes,Si,8,1,Si,Ciencias de la computación,Avanzado,5,No,1,Alto,Si,Positiva,Si,Asía,Si
15,No-Binario,Post-Grado,Artes,No,7,5,Si,Ciencias de la computación,Principiante,3,Si,4,Alto,No,Negativa,Si,Oceanía,Si
16,No-Binario,Post-Grado,Ingeniería,Si,3,2,Si,Física,Intermedio,3,No,4,Alto,Si,Negativa,No,Asía,No
19,Prefiero no decirlo,Post-Grado,Leyes,No,9,1,No,Arte,Avanzado,2,No,3,Alto,No,Negativa,Si,África,No
18,Prefiero no decirlo,Secundaria,Educación,Si,6,1,Si,Física,Avanzado,3,Si,3,Bajo,No,Positiva,Si,Asía,Si
24,Mujer,Pre-Grado,Negocios,Si,10,5,Si,Matemáticas,Principiante,1,No,1,Bajo,Si,Positiva,Si,África,Si
13,Hombre,Pre-Grado,Negocios,No,0,4,Si,Física,Avanzado,3,Si,5,Alto,Si,Neutral,Si,Oceanía,No
23,No-Binario,Secundaria,Educación,Si,10,2,No,Ciencias de la computación,Intermedio,1,Si,1,Bajo,No,Neutral,Si,Oceanía,Si
27,Prefiero no decirlo,Secundaria,Artes,Si,1,1,Si,Matemáticas,Principiante,1,Si,3,Bajo,Si,Neutral,No,África,No
19,No-Binario,Pre-Grado,Ingeniería,Si,2,5,No,Física,Principiante,2,Si,3,Alto,No,Positiva,No,Europa,No
13,Prefiero no decirlo,Post-Grado,Medicina,Si,7,1,No,Ciencias de la computación,Avanzado,4,Si,2,Alto,Si,Neutral,No,Europa,Si
29,No-Binario,Post-Grado,Medicina,No,5,1,Si,Biología,Avanzado,1,No,4,Medio,Si,Negativa,Si,América del Sur,No
27,Hombre,Secundaria,Medicina,No,5,4,Si,Economía,Intermedio,3,No,5,Alto,Si,Neutral,No,África,No
30,Prefiero no decirlo,Post-Grado,Ciencias,No,5,2,Si,Biología,Avanzado,1,No,4,Bajo,No,Positiva,No,America del Norte,No
24,No-Binario,Post-Grado,Artes,No,3,5,No,Historia,Intermedio,2,Si,4,Bajo,Si,Negativa,No,Europa,Si
27,No-Binario,Post-Grado,Leyes,Si,4,3,No,Biología,Avanzado,1,Si,4,Medio,Si,Neutral,No,África,No
30,Hombre,Post-Grado,Educación,Si,9,4,No,Matemáticas,Avanzado,3,No,5,Bajo,Si,Positiva,No,Europa,Si
21,Prefiero no decirlo,Post-Grado,Leyes,No,5,3,No,Economía,Principiante,5,Si,1,Medio,Si,Positiva,Si,Oceanía,No
26,Hombre,Pre-Grado,Educación,Si,6,3,No,Historia,Principiante,3,No,2,Medio,No,Neutral,Si,America del Norte,No
13,Hombre,Post-Grado,Educación,No,8,4,No,Economía,Intermedio,2,Si,3,Medio,No,Positiva,Si,Oceanía,No
22,Mujer,Post-Grado,Medicina,No,6,2,Si,Biología,Principiante,2,Si,2,Medio,Si,Negativa,No,Europa,No
13,Mujer,Pre-Grado,Leyes,Si,1,4,No,Matemáticas,Principiante,2,Si,3,Alto,No,Negativa,Si,Europa,No
20,Prefiero no decirlo,Secundaria,Artes,No,5,4,No,Economía,Principiante,1,No,3,Alto,Si,Neutral,Si,America del Norte,Si
16,No-Binario,Secundaria,Educación,No,3,1,No,Ciencias de la computación,Intermedio,4,Si,5,Bajo,Si,Positiva,Si,Europa,No
12,Hombre,Secundaria,Artes,Si,10,3,No,Historia,Intermedio,2,No,1,Medio,No,Positiva,No,Europa,Si
14,Prefiero no decirlo,Pre-Grado,Educación,No,1,2,No,Física,Intermedio,3,Si,3,Bajo,Si,Neutral,No,América del Sur,No
12,Mujer,Pre-Grado,Medicina,Si,6,3,Si,Física,Avanzado,4,No,4,Bajo,Si,Neutral,No,Europa,No
12,Hombre,Secundaria,Educación,Si,2,3,Si,Historia,Intermedio,2,No,1,Alto,No,Neutral,No,Asía,Si
21,No-Binario,Post-Grado,Artes,Si,0,3,Si,Ciencias de la computación,Avanzado,2,No,5,Alto,No,Negativa,No,Asía,Si
17,Prefiero no decirlo,Pre-Grado,Negocios,No,10,1,No,Matemáticas,Intermedio,2,Si,5,Bajo,Si,Neutral,Si,Oceanía,No
15,Hombre,Post-Grado,Medicina,No,4,1,No,Matemáticas,Avanzado,4,No,5,Bajo,No,Positiva,No,Asía,No
17,No-Binario,Post-Grado,Leyes,No,6,1,Si,Matemáticas,Avanzado,2,Si,4,Bajo,No,Positiva,No,Oceanía,Si
21,Mujer,Post-Grado,Ingeniería,Si,8,4,Si,Historia,Avanzado,1,No,2,Bajo,Si,Negativa,No,América del Sur,No
18,Prefiero no decirlo,Pre-Grado,Leyes,No,7,3,Si,Economía,Avanzado,5,No,1,Alto,No,Negativa,Si,América del Sur,Si
14,Prefiero no decirlo,Secundaria,Artes,Si,10,4,No,Historia,Intermedio,5,No,4,Alto,Si,Neutral,Si,Asía,No
